Timestamp,duration,left_sensor1,left_sensor2,left_sensor3,left_sensor4,left_sensor5,right_sensor1,right_sensor2,right_sensor3,right_sensor4,right_sensor5,left_stride_F,left_balance_x,left_balance_y,right_stride_F,right_balance_x,right_balance_y,body_COP_x,body_COP_y
16:13.4,13,610,409,603,33,0,43,73,282,338,486,540,194,540,132,209,-353,383,187
16:13.4,13,538,307,565,5,0,43,73,282,338,486,470,258,470,132,209,-353,481,116
16:13.4,13,538,307,565,5,0,70,132,320,419,533,470,258,470,174,188,-359,651,111
16:13.4,13,325,154,488,0,0,70,132,320,419,533,322,334,322,174,188,-359,803,-36
16:13.5,14,325,154,488,0,0,102,186,360,473,563,322,334,322,216,174,-347,929,-24
16:13.5,14,325,154,488,0,0,112,241,380,488,576,322,334,322,244,139,-331,986,-9
16:13.5,14,118,87,224,0,0,112,241,380,488,576,143,137,143,244,139,-331,1165,-188
16:13.5,14,8,12,0,0,0,112,241,380,488,576,6,-12,6,244,139,-331,1301,-325
16:13.5,14,8,12,0,0,0,122,290,378,490,583,6,-12,6,263,88,-319,1329,-313
16:13.6,14,0,0,0,0,0,122,290,378,490,583,0,0,0,263,88,-319,1336,-319
16:13.6,14,0,0,0,0,0,151,339,382,490,580,0,0,0,290,43,-289,1360,-289
16:13.6,14,2,0,0,0,0,151,339,382,490,580,0,0,0,290,43,-289,1360,-288
16:13.6,14,2,0,0,0,0,193,368,400,492,565,0,0,0,320,32,-244,1376,-244
16:13.7,14,7,1,0,0,0,193,368,400,492,565,2,-1,2,320,32,-244,1374,-242
16:13.7,14,7,1,0,0,0,221,393,423,494,546,2,-1,2,345,30,-200,1383,-197
16:13.7,14,7,1,0,0,0,261,426,441,499,517,2,-1,2,376,15,-141,1389,-138
16:13.7,14,13,2,0,0,0,261,426,441,499,517,5,-2,5,376,15,-141,1387,-136
16:13.8,14,11,4,0,0,0,261,426,441,499,517,5,-4,5,376,15,-141,1387,-136
16:13.8,14,11,4,0,0,0,321,477,459,506,473,5,-4,5,419,-18,-54,1393,-49
16:13.8,14,11,4,0,0,0,384,513,483,521,406,5,-4,5,460,-30,54,1382,59
16:13.8,14,8,8,0,0,0,384,513,483,521,406,5,-8,5,460,-30,54,1381,59
16:13.9,14,2,15,0,0,0,384,513,483,521,406,5,-15,5,460,-30,54,1381,59
16:13.9,14,2,15,0,0,0,449,551,514,525,240,5,-15,5,504,-37,264,1264,270
16:13.9,14,2,15,0,0,0,517,582,558,512,104,5,-15,5,552,-24,448,1162,454
16:13.9,14,0,16,5,0,0,517,582,558,512,104,7,-11,7,552,-24,448,1161,455
16:13.9,14,0,6,0,3,177,517,582,558,512,104,2,-6,-175,552,-24,448,986,273
16:14.0,14,0,6,0,3,177,565,601,579,440,53,2,-6,-175,581,-22,528,892,353
16:14.0,14,0,6,0,3,177,595,599,580,79,16,2,-6,-175,591,-19,575,504,400
16:14.0,14,0,13,0,18,507,595,599,580,79,16,4,-13,-502,591,-19,575,157,72
16:14.0,14,0,69,4,230,588,595,599,580,79,16,24,-65,-563,591,-19,575,-156,11
16:14.0,14,0,69,4,230,588,593,522,499,0,4,24,-65,-563,538,-23,534,-300,-29
16:14.1,14,0,69,4,230,588,508,449,298,0,6,24,-65,-563,418,-151,412,-418,-151
16:14.1,14,25,195,107,363,599,508,449,298,0,6,109,-88,-490,418,-151,412,-646,-77
16:14.1,14,96,263,218,421,607,508,449,298,0,6,192,-45,-414,418,-151,412,-796,-2
16:14.1,14,96,263,218,421,607,222,305,95,0,6,192,-45,-414,207,-210,201,-1007,-213
16:14.2,14,158,325,313,454,599,222,305,95,0,6,265,-12,-333,207,-210,201,-1105,-132
16:14.2,14,158,325,313,454,599,14,61,0,0,10,265,-12,-333,25,-61,15,-1283,-318
16:14.2,14,182,365,350,481,586,14,61,0,0,10,299,-15,-287,25,-61,15,-1331,-272
16:14.2,14,182,365,350,481,586,0,0,0,0,6,299,-15,-287,0,0,-6,-1360,-293
16:14.3,14,180,405,375,500,567,0,0,0,0,6,320,-30,-247,0,0,-6,-1381,-253
16:14.3,14,172,425,404,508,540,0,0,0,0,6,333,-21,-206,0,0,-6,-1375,-212
16:14.3,14,172,425,404,508,540,0,0,0,0,5,333,-21,-206,0,0,-5,-1376,-211
16:14.3,14,172,425,404,508,540,0,0,0,0,5,333,-21,-206,0,0,-5,-1376,-211
16:14.4,14,159,437,452,510,527,0,0,0,0,5,349,15,-177,0,0,-5,-1381,-182
16:14.4,14,159,437,452,510,527,0,0,0,0,6,349,15,-177,0,0,-6,-1380,-183
16:14.4,14,159,437,452,510,527,0,0,0,0,6,349,15,-177,0,0,-6,-1380,-183
16:14.4,14,146,442,493,509,525,0,0,0,0,6,360,51,-164,0,0,-6,-1388,-170
16:14.4,14,169,455,535,509,510,0,0,0,0,6,386,80,-123,0,0,-6,-1399,-129
16:14.5,14,169,455,535,509,510,0,0,0,0,5,386,80,-123,0,0,-5,-1400,-128
16:14.5,14,169,455,535,509,510,0,0,0,0,5,386,80,-123,0,0,-5,-1400,-128
16:14.5,14,224,473,565,508,457,0,0,0,0,5,420,92,-36,0,0,-5,-1380,-41
16:14.5,14,280,483,592,509,367,0,0,0,0,5,451,109,84,0,0,-5,-1322,79
16:14.6,15,280,483,592,509,367,0,0,0,0,5,451,109,84,0,0,-5,-1322,79
16:14.6,15,280,483,592,509,367,0,0,0,0,4,451,109,84,0,0,-4,-1323,80
16:14.6,15,342,501,614,510,247,0,0,0,0,4,485,113,238,0,0,-4,-1238,234
16:14.6,15,416,522,631,511,100,0,0,0,0,4,523,109,423,0,0,-4,-1130,419
16:14.6,15,416,522,631,511,100,0,0,0,0,4,523,109,423,0,0,-4,-1130,419
16:14.7,15,416,522,631,511,100,0,0,0,0,0,523,109,423,0,0,0,-1134,423
16:14.7,15,476,545,652,487,20,0,0,0,0,0,557,107,537,0,0,0,-1064,537
16:14.7,15,529,559,669,405,0,0,0,0,0,0,585,110,585,0,0,0,-990,585
16:14.7,15,529,559,669,405,0,0,0,2,0,318,585,110,585,0,2,-317,-672,268
16:14.8,15,529,559,669,405,0,0,0,51,114,481,585,110,585,17,51,-464,-378,121
16:14.8,15,559,546,672,208,0,0,0,51,114,481,592,126,592,17,51,-464,-188,128
16:14.8,15,573,437,606,45,0,0,0,51,114,481,538,169,538,17,51,-464,28,74
16:14.8,15,573,437,606,45,0,8,26,214,308,504,538,169,538,82,188,-421,311,117
16:14.8,15,573,437,606,45,0,53,79,267,360,539,538,169,538,133,188,-406,448,132
16:14.9,15,508,311,580,4,0,53,79,267,360,539,466,269,466,133,188,-406,561,60
16:14.9,15,289,159,506,0,0,53,79,267,360,539,318,347,318,133,188,-406,714,-88
16:14.9,15,289,159,506,0,0,100,145,317,446,573,318,347,318,187,172,-385,888,-67
16:15.0,15,289,159,506,0,0,145,180,370,495,588,318,347,318,231,190,-356,996,-38
16:15.0,15,104,97,255,0,0,145,180,370,495,588,152,158,152,231,190,-356,1162,-204
16:15.0,15,104,97,255,0,0,178,226,389,505,593,152,158,152,264,163,-328,1210,-176
16:15.0,15,19,30,0,0,0,178,226,389,505,593,16,-30,16,264,163,-328,1346,-312
16:15.0,15,19,30,0,0,0,234,279,402,508,588,16,-30,16,305,123,-283,1384,-266
16:15.1,15,8,2,0,0,0,234,279,402,508,588,3,-2,3,305,123,-283,1397,-279
16:15.1,15,8,2,0,0,0,266,333,411,509,579,3,-2,3,336,78,-242,1421,-239
16:15.1,15,16,4,0,0,0,266,333,411,509,579,6,-4,6,336,78,-242,1418,-235
16:15.1,15,16,4,0,0,0,316,376,419,507,569,6,-4,6,370,43,-198,1439,-192
16:15.2,15,21,5,0,0,0,316,376,419,507,569,8,-5,8,370,43,-198,1437,-190
16:15.2,15,21,5,0,0,0,385,409,433,510,553,8,-5,8,409,24,-144,1463,-135
16:15.2,15,45,7,0,0,0,385,409,433,510,553,17,-7,17,409,24,-144,1454,-126
16:15.2,15,45,7,0,0,0,439,435,452,522,524,17,-7,17,442,17,-82,1470,-64
16:15.2,15,62,12,0,4,0,439,435,452,522,524,24,-12,24,442,17,-82,1459,-57
16:15.3,15,62,12,0,4,0,468,458,468,527,489,24,-12,24,464,10,-24,1452,0
16:15.3,15,62,12,0,6,0,468,458,468,527,489,24,-12,24,464,10,-24,1450,0
16:15.3,15,62,12,0,6,0,500,481,476,530,456,24,-12,24,485,-5,29,1441,54
16:15.3,15,38,13,0,9,0,500,481,476,530,456,17,-13,17,485,-5,29,1445,46
16:15.4,15,38,13,0,9,0,526,497,484,526,385,17,-13,17,502,-13,117,1387,134
16:15.4,15,25,14,0,12,24,526,497,484,526,385,13,-14,-11,502,-13,117,1364,106
16:15.4,15,25,14,0,12,24,540,510,494,515,268,13,-14,-11,514,-16,246,1248,235
16:15.4,15,14,12,2,27,266,540,510,494,515,268,9,-10,-256,514,-16,246,995,-10
16:15.5,15,14,12,2,27,266,551,492,500,481,130,9,-10,-256,514,8,384,823,127
16:15.5,15,110,61,202,217,383,551,492,500,481,130,124,141,-258,514,8,384,401,125
16:15.5,15,110,61,202,217,383,551,437,496,378,49,124,141,-258,494,59,445,197,187
16:15.5,15,258,164,294,296,396,551,437,496,378,49,238,130,-157,494,59,445,-8,288
16:15.6,16,302,201,282,357,425,551,437,496,378,49,261,81,-163,494,59,445,-122,282
16:15.6,16,302,201,282,357,425,539,395,491,204,21,261,81,-163,475,96,454,-343,290
16:15.6,16,302,201,282,357,425,527,377,475,12,4,261,81,-163,459,98,455,-568,292
16:15.6,16,283,221,217,389,463,527,377,475,12,4,240,-4,-222,459,98,455,-616,233
16:15.6,16,283,221,217,389,463,509,324,418,0,6,240,-4,-222,417,94,411,-669,188
16:15.7,16,219,191,91,392,507,509,324,418,0,6,167,-100,-340,417,94,411,-643,71
16:15.7,16,219,191,91,392,507,483,300,328,0,4,167,-100,-340,370,28,366,-691,26
16:15.7,16,161,142,15,381,547,483,300,328,0,4,106,-127,-441,370,28,366,-659,-74
16:15.7,16,129,98,4,372,580,483,300,328,0,4,77,-94,-503,370,28,366,-654,-136
16:15.8,16,129,98,4,372,580,458,288,252,0,6,77,-94,-503,332,-36,326,-690,-176
16:15.8,16,129,98,4,372,580,397,281,150,0,10,77,-94,-503,276,-131,266,-743,-237
16:15.8,16,117,71,0,368,602,397,281,150,0,10,62,-71,-539,276,-131,266,-746,-273
16:15.8,16,117,71,0,368,602,218,202,50,0,10,62,-71,-539,156,-152,146,-866,-392
16:15.8,16,118,66,0,380,615,218,202,50,0,10,61,-66,-553,156,-152,146,-889,-407
16:15.9,16,118,66,0,380,615,60,68,17,0,9,61,-66,-553,48,-51,39,-998,-514
16:15.9,16,118,63,0,394,622,60,68,17,0,9,60,-63,-561,48,-51,39,-1018,-522
16:15.9,16,118,63,0,394,622,0,30,9,0,7,60,-63,-561,13,-21,6,-1056,-555
16:16.0,16,118,63,0,394,622,0,0,6,0,5,60,-63,-561,2,6,-3,-1069,-564
16:16.0,16,120,70,0,407,625,0,0,6,0,5,63,-70,-561,2,6,-3,-1088,-564
16:16.0,16,133,87,0,424,625,0,0,6,0,5,73,-87,-551,2,6,-3,-1115,-554
16:16.0,16,133,87,0,424,625,0,0,5,0,5,73,-87,-551,1,5,-3,-1115,-555
16:16.0,16,148,114,0,445,624,0,0,5,0,5,87,-114,-536,1,5,-3,-1149,-540
16:16.1,16,148,114,0,445,624,0,0,5,0,5,87,-114,-536,1,5,-3,-1149,-540
16:16.1,16,160,133,0,457,624,0,0,5,0,5,97,-133,-526,1,5,-3,-1171,-529
16:16.1,16,160,133,0,457,624,0,0,1,0,6,97,-133,-526,0,1,-5,-1172,-532
16:16.1,16,162,155,2,462,623,0,0,1,0,6,106,-153,-516,0,1,-5,-1185,-522
16:16.1,16,162,155,2,462,623,0,0,0,0,6,106,-153,-516,0,0,-6,-1185,-522
16:16.2,16,164,168,13,463,621,0,0,0,0,6,115,-155,-506,0,0,-6,-1193,-512
16:16.2,16,164,168,13,463,621,0,0,1,0,3,115,-155,-506,0,1,-2,-1195,-508
16:16.2,16,143,177,11,460,618,0,0,1,0,3,110,-166,-507,0,1,-2,-1185,-510
16:16.2,16,143,177,11,460,618,2,24,46,0,4,110,-166,-507,24,22,20,-1160,-487
16:16.3,16,143,177,11,460,618,7,152,139,85,96,110,-166,-507,99,-13,3,-908,-504
16:16.3,16,120,185,1,447,611,7,152,139,85,96,102,-184,-509,99,-13,3,-879,-505
16:16.3,16,88,162,0,410,581,7,152,139,85,96,83,-162,-497,99,-13,3,-794,-494
16:16.3,16,48,147,0,353,501,7,152,139,85,96,65,-147,-436,99,-13,3,-638,-432
16:16.4,16,48,147,0,353,501,37,234,249,255,239,65,-147,-436,173,15,-65,-251,-501
16:16.4,16,48,147,0,353,501,90,304,369,370,320,65,-147,-436,254,65,-65,25,-501
16:16.4,16,32,139,0,280,365,90,304,369,370,320,57,-139,-308,254,65,-65,242,-373
16:16.4,16,32,139,0,280,365,186,355,441,491,363,57,-139,-308,327,86,-35,479,-343
16:16.4,16,32,128,0,193,61,186,355,441,491,363,53,-128,-7,327,86,-35,873,-43
16:16.5,16,32,128,0,193,61,249,382,471,530,423,53,-128,-7,367,89,-55,1012,-63
16:16.5,16,36,66,0,49,0,249,382,471,530,423,34,-66,34,367,89,-55,1237,-21
16:16.5,16,36,66,0,49,0,275,389,484,546,457,34,-66,34,382,95,-74,1302,-40
16:16.5,16,28,18,0,7,0,275,389,484,546,457,15,-18,15,382,95,-74,1363,-59
16:16.6,17,28,18,0,7,0,274,385,490,549,467,15,-18,15,383,105,-84,1376,-68
16:16.6,17,20,12,0,4,0,274,385,490,549,467,10,-12,10,383,105,-84,1384,-73
16:16.6,17,7,8,0,0,0,274,385,490,549,467,5,-8,5,383,105,-84,1394,-79
16:16.6,17,7,8,0,0,0,283,387,498,554,450,5,-8,5,389,111,-60,1388,-55
16:16.6,17,7,8,0,0,0,341,404,521,563,373,5,-8,5,422,117,49,1353,54
16:16.7,17,0,9,1,0,0,341,404,521,563,373,3,-8,3,422,117,49,1354,52
16:16.7,17,0,9,1,0,0,396,437,545,569,281,3,-8,3,459,108,178,1306,181
16:16.7,17,0,14,9,5,7,396,437,545,569,281,7,-5,0,459,108,178,1289,179
16:16.7,17,0,14,9,5,7,449,470,562,569,159,7,-5,0,493,92,334,1202,335
16:16.8,17,0,14,28,10,121,449,470,562,569,159,14,14,-107,493,92,334,1076,227
16:16.8,17,0,14,28,10,121,491,498,571,561,79,14,14,-107,520,73,441,1015,334
16:16.8,17,30,16,114,73,320,491,498,571,561,79,53,98,-266,520,73,441,713,174
16:16.8,17,30,16,114,73,320,517,516,569,491,43,53,98,-266,534,53,491,621,224
16:16.9,17,167,48,311,155,401,517,516,569,491,43,175,263,-225,534,53,491,336,265
16:16.9,17,167,48,311,155,401,531,509,542,122,6,175,263,-225,527,33,521,-76,295
16:16.9,17,277,87,420,210,442,531,509,542,122,6,261,333,-180,527,33,521,-257,340
16:16.9,17,277,87,420,210,442,516,441,397,0,7,261,333,-180,451,-44,444,-454,263
16:16.9,17,331,133,494,276,477,516,441,397,0,7,319,361,-157,451,-44,444,-614,286
16:17.0,17,331,133,494,276,477,449,390,111,0,7,319,361,-157,316,-279,309,-748,152
16:17.0,17,331,133,494,276,477,213,267,0,0,7,319,361,-157,160,-267,153,-905,-4
16:17.0,17,372,183,532,362,505,213,267,0,0,7,362,349,-142,160,-267,153,-1062,10
16:17.0,17,398,228,552,406,522,213,267,0,0,7,392,324,-129,160,-267,153,-1153,23
16:17.0,17,398,228,552,406,522,8,71,0,0,4,392,324,-129,26,-71,22,-1290,-107
16:17.1,17,398,228,552,406,522,0,27,0,0,5,392,324,-129,9,-27,4,-1306,-125
16:17.1,17,412,279,567,432,523,0,27,0,0,5,419,288,-103,9,-27,4,-1360,-99
16:17.1,17,435,312,579,442,509,0,27,0,0,5,442,267,-67,9,-27,4,-1379,-63
16:17.1,17,435,312,579,442,509,0,24,0,0,4,442,267,-67,8,-24,4,-1381,-63
16:17.2,17,449,328,586,450,499,0,24,0,0,4,454,258,-44,8,-24,4,-1391,-40
16:17.2,17,449,328,586,450,499,0,3,0,0,3,454,258,-44,1,-3,-2,-1399,-46
16:17.2,17,455,337,590,453,482,0,3,0,0,3,460,253,-21,1,-3,-2,-1391,-23
16:17.3,17,455,337,590,453,482,0,1,0,0,5,460,253,-21,0,-1,-4,-1390,-26
16:17.3,17,455,337,590,453,482,0,0,0,0,5,460,253,-21,0,0,-5,-1390,-26
16:17.3,17,457,346,594,457,467,0,0,0,0,5,465,248,-1,0,0,-5,-1384,-6
16:17.3,17,426,366,601,463,450,0,0,0,0,5,464,235,14,0,0,-5,-1372,9
16:17.4,17,388,385,612,467,435,0,0,0,0,5,461,227,26,0,0,-5,-1358,21
16:17.4,17,388,385,612,467,435,9,0,0,0,5,461,227,26,3,0,-2,-1355,24
16:17.4,17,399,407,624,471,410,9,0,0,0,5,476,217,66,3,0,-2,-1349,64
16:17.4,17,399,407,624,471,410,7,0,0,0,3,476,217,66,2,0,0,-1352,66
16:17.4,17,399,407,624,471,410,6,4,1,0,5,476,217,66,3,-3,-1,-1349,65
16:17.4,17,422,422,636,471,309,6,4,1,0,5,493,214,184,3,-3,-1,-1264,183
16:17.5,18,422,422,636,471,309,0,1,2,0,13,493,214,184,1,1,-12,-1259,172
16:17.5,18,460,449,639,470,100,0,1,2,0,13,516,190,416,1,1,-12,-1072,404
16:17.5,18,460,449,639,470,100,0,21,29,0,238,516,190,416,16,8,-221,-831,194
16:17.5,18,480,487,622,412,30,0,21,29,0,238,529,135,499,16,8,-221,-717,278
16:17.6,18,480,487,622,412,30,16,86,246,314,415,529,135,499,116,160,-299,-126,200
16:17.6,18,480,487,622,412,30,47,161,365,429,467,529,135,499,191,204,-276,115,223
16:17.6,18,469,482,539,183,0,47,161,365,429,467,496,57,496,191,204,-276,407,220
16:17.6,18,375,372,394,59,0,47,161,365,429,467,380,22,380,191,204,-276,647,104
16:17.7,18,375,372,394,59,0,80,207,437,492,496,380,22,380,241,230,-254,790,125
16:17.7,18,375,372,394,59,0,110,256,467,529,514,380,22,380,277,211,-236,881,144
16:17.7,18,187,172,338,16,0,110,256,467,529,514,232,166,232,277,211,-236,1072,-4
16:17.7,18,42,84,101,0,0,110,256,467,529,514,75,17,75,277,211,-236,1245,-160
16:17.7,18,42,84,101,0,0,130,296,484,542,527,75,17,75,303,188,-223,1296,-148
16:17.8,18,42,84,101,0,0,191,342,491,545,523,75,17,75,341,149,-181,1333,-106
16:17.8,18,12,13,0,0,0,191,342,491,545,523,8,-13,8,341,149,-181,1401,-173
16:17.8,18,7,5,0,0,0,191,342,491,545,523,4,-5,4,341,149,-181,1405,-177
16:17.8,18,7,5,0,0,0,271,378,494,545,507,4,-5,4,381,116,-126,1429,-122
16:17.9,18,7,5,0,0,0,350,403,500,549,476,4,-5,4,417,97,-58,1438,-54
16:17.9,18,9,7,0,0,0,350,403,500,549,476,5,-7,5,417,97,-58,1437,-53
16:17.9,18,8,7,0,0,0,350,403,500,549,476,5,-7,5,417,97,-58,1437,-53
16:17.9,18,8,7,0,0,0,399,436,507,549,446,5,-7,5,447,71,1,1437,6
16:17.9,18,8,7,0,0,0,427,466,517,549,429,5,-7,5,470,51,41,1443,46
16:18.0,18,7,8,0,0,0,427,466,517,549,429,5,-8,5,470,51,41,1443,46
16:18.0,18,10,11,0,0,0,427,466,517,549,429,7,-11,7,470,51,41,1441,48
16:18.0,18,10,11,0,0,0,449,489,522,547,404,7,-11,7,486,33,82,1430,89
16:18.0,18,10,11,0,0,0,461,507,524,540,393,7,-11,7,497,17,104,1423,111
16:18.0,18,16,14,0,0,0,461,507,524,540,393,10,-14,10,497,17,104,1420,114
16:18.1,18,19,15,6,0,0,461,507,524,540,393,13,-9,13,497,17,104,1417,117
16:18.1,18,19,15,6,0,0,467,529,523,532,381,13,-9,13,506,-6,125,1406,138
16:18.1,18,19,15,6,0,0,503,554,535,527,306,13,-9,13,530,-19,224,1350,238
16:18.1,18,12,13,26,1,0,503,554,535,527,306,17,13,17,530,-19,224,1345,241
16:18.2,18,0,12,68,8,37,503,554,535,527,306,26,56,-10,530,-19,224,1291,214
16:18.2,18,0,12,68,8,37,550,581,558,513,132,26,56,-10,563,-23,431,1136,420
16:18.2,18,0,12,68,8,37,592,609,566,415,56,26,56,-10,589,-43,533,988,522
16:18.2,18,0,13,120,8,377,592,609,566,415,56,44,107,-332,589,-43,533,630,200
16:18.3,18,0,13,120,8,377,614,629,540,32,22,44,107,-332,594,-89,572,219,239
16:18.3,18,0,38,138,86,536,614,629,540,32,22,58,100,-477,594,-89,572,-32,95
16:18.3,18,0,38,138,86,536,612,599,415,0,5,58,100,-477,542,-184,537,-133,59
16:18.3,18,0,91,208,295,554,612,599,415,0,5,99,117,-454,542,-184,537,-401,82
16:18.4,18,0,91,208,295,554,565,556,203,0,7,99,117,-454,441,-353,434,-500,-20
16:18.4,18,22,238,229,439,554,565,556,203,0,7,163,-9,-391,441,-353,434,-707,43
16:18.4,18,48,358,198,534,554,565,556,203,0,7,201,-160,-352,441,-353,434,-841,81
16:18.4,18,48,358,198,534,554,388,464,51,0,8,201,-160,-352,301,-413,293,-980,-59
16:18.5,19,48,358,198,534,554,116,177,0,0,8,201,-160,-352,97,-177,89,-1183,-263
16:18.5,19,70,432,221,586,546,116,177,0,0,8,241,-211,-305,97,-177,89,-1267,-215
16:18.5,19,70,432,221,586,546,0,42,0,0,5,241,-211,-305,14,-42,9,-1354,-296
16:18.5,19,126,457,325,596,521,0,42,0,0,5,302,-132,-218,14,-42,9,-1400,-209
16:18.5,19,126,457,325,596,521,0,24,0,0,4,302,-132,-218,8,-24,4,-1407,-214
16:18.6,19,185,465,406,595,499,0,24,0,0,4,352,-59,-147,8,-24,4,-1434,-143
16:18.6,19,257,469,440,591,465,0,24,0,0,4,388,-29,-76,8,-24,4,-1432,-72
16:18.6,19,257,469,440,591,465,0,11,0,0,3,388,-29,-76,3,-11,0,-1438,-75
16:18.6,19,257,469,440,591,465,0,4,0,0,4,388,-29,-76,1,-4,-2,-1439,-79
16:18.7,19,302,478,475,590,432,0,4,0,0,4,418,-3,-13,1,-4,-2,-1435,-16
16:18.7,19,332,493,510,591,392,0,4,0,0,4,445,17,53,1,-4,-2,-1422,50
16:18.7,19,332,493,510,591,392,4,0,0,0,4,445,17,53,1,0,-2,-1422,50
16:18.7,19,332,493,510,591,392,9,0,0,0,5,445,17,53,3,0,-2,-1420,51
16:18.7,19,342,509,542,592,306,9,0,0,0,5,464,33,158,3,0,-2,-1354,156
16:18.8,19,363,530,571,595,182,9,0,0,0,5,488,41,306,3,0,-2,-1257,304
16:18.8,19,363,530,571,595,182,19,0,0,0,3,488,41,306,6,0,3,-1255,309
16:18.8,19,363,530,571,595,182,31,0,0,0,1,488,41,306,10,0,9,-1253,315
16:18.8,19,388,550,600,593,77,31,0,0,0,1,512,50,435,10,0,9,-1171,445
16:18.9,19,388,550,600,593,77,18,0,0,0,2,512,50,435,6,0,4,-1174,439
16:18.9,19,436,560,622,579,17,18,0,0,0,2,539,62,522,6,0,4,-1127,526
16:18.9,19,436,560,622,579,17,16,0,0,0,3,539,62,522,5,0,2,-1127,524
16:18.9,19,499,570,640,565,0,16,0,0,0,3,569,70,569,5,0,2,-1126,572
16:19.0,19,499,570,640,565,0,9,0,5,0,3,569,70,569,4,5,1,-1126,571
16:19.0,19,550,580,653,532,0,9,0,5,0,3,594,73,594,4,5,1,-1118,596
16:19.0,19,550,580,653,532,0,0,0,10,0,20,594,73,594,3,10,-16,-1103,577
16:19.0,19,585,584,660,419,0,0,0,10,0,20,609,76,609,3,10,-16,-1005,593
16:19.0,19,585,584,660,419,0,0,0,61,62,364,609,76,609,20,61,-343,-582,266
16:19.1,19,604,578,637,306,0,0,0,61,62,364,606,59,606,20,61,-343,-466,262
16:19.1,19,604,578,637,306,0,41,32,215,297,456,606,59,606,96,183,-360,-63,246
16:19.1,19,599,510,574,151,0,41,32,215,297,456,561,64,561,96,183,-360,137,201
16:19.1,19,599,510,574,151,0,155,156,296,354,505,561,64,561,202,140,-302,349,258
16:19.2,19,525,397,509,98,0,155,156,296,354,505,477,112,477,202,140,-302,486,174
16:19.2,19,525,397,509,98,0,273,250,336,428,545,477,112,477,286,86,-258,684,218
16:19.2,19,271,273,417,42,0,273,250,336,428,545,320,144,320,286,86,-258,897,61
16:19.2,19,271,273,417,42,0,361,332,400,494,552,320,144,320,364,68,-187,1048,132
16:19.3,19,92,141,161,28,0,361,332,400,494,552,131,20,131,364,68,-187,1251,-56
16:19.3,19,92,141,161,28,0,400,377,442,517,548,131,20,131,406,65,-141,1312,-10
16:19.3,19,10,12,0,11,0,400,377,442,517,548,7,-12,7,406,65,-141,1453,-134
16:19.3,19,10,12,0,11,0,394,405,464,532,534,7,-12,7,421,59,-113,1468,-105
16:19.3,19,28,2,0,1,0,394,405,464,532,534,10,-2,10,421,59,-113,1476,-103
16:19.4,19,28,2,0,1,0,367,438,470,531,518,10,-2,10,425,32,-93,1463,-83
16:19.4,19,25,7,0,0,0,367,438,470,531,518,10,-7,10,425,32,-93,1463,-82
16:19.4,19,25,7,0,0,0,387,478,478,526,484,10,-7,10,447,0,-36,1447,-25
16:19.4,19,26,6,0,0,0,387,478,478,526,484,10,-6,10,447,0,-36,1447,-25
16:19.4,19,26,6,0,0,0,441,508,481,521,443,10,-6,10,476,-27,33,1430,44
16:19.5,20,39,8,0,0,0,441,508,481,521,443,15,-8,15,476,-27,33,1425,49
16:19.5,20,49,15,0,1,0,441,508,481,521,443,21,-15,21,476,-27,33,1418,55
16:19.5,20,49,15,0,1,0,497,533,491,518,374,21,-15,21,507,-42,133,1376,154
16:19.5,20,49,15,0,1,0,547,558,506,522,282,21,-15,21,537,-52,255,1318,276
16:19.6,20,53,15,0,2,0,547,558,506,522,282,22,-15,22,537,-52,255,1316,277
16:19.6,20,53,15,0,2,0,583,579,537,525,136,22,-15,22,566,-42,430,1202,453
16:19.6,20,44,14,1,8,0,583,579,537,525,136,19,-13,19,566,-42,430,1199,450
16:19.6,20,44,14,1,8,0,608,598,567,504,59,19,-13,19,591,-31,532,1126,551
16:19.7,20,21,16,1,16,0,608,598,567,504,59,12,-15,12,591,-31,532,1125,544
16:19.7,20,21,16,1,16,0,629,611,577,421,43,12,-15,12,605,-34,562,1040,575
16:19.7,20,0,17,1,16,282,629,611,577,421,43,6,-16,-276,605,-34,562,765,286
16:19.7,20,0,17,1,16,282,640,610,575,179,21,6,-16,-276,608,-35,587,504,311
16:19.8,20,0,48,29,84,549,640,610,575,179,21,25,-19,-523,608,-35,587,149,64
16:19.8,20,0,48,29,84,549,637,568,498,0,6,25,-19,-523,567,-70,561,-85,38
16:19.8,20,63,102,265,253,573,637,568,498,0,6,143,163,-429,567,-70,561,-395,132
16:19.8,20,63,102,265,253,573,606,503,296,0,8,143,163,-429,468,-207,460,-493,30
16:19.9,20,63,102,265,253,573,431,416,79,0,13,143,163,-429,308,-337,295,-647,-134
16:19.9,20,182,172,418,292,585,431,416,79,0,13,257,246,-327,308,-337,295,-812,-32
16:19.9,20,231,211,449,361,595,431,416,79,0,13,297,238,-298,308,-337,295,-931,-2
16:19.9,20,231,211,449,361,595,173,172,0,0,15,297,238,-298,115,-172,100,-1123,-198
16:19.9,20,222,238,459,397,604,173,172,0,0,15,306,221,-297,115,-172,100,-1177,-197
16:20.0,20,222,238,459,397,604,0,18,0,0,8,306,221,-297,6,-18,-2,-1293,-299
16:20.0,20,165,259,469,415,608,0,18,0,0,8,297,210,-310,6,-18,-2,-1306,-312
16:20.0,20,165,259,469,415,608,0,13,0,0,10,297,210,-310,4,-13,-5,-1306,-316
