Timestamp,duration,left_1,left_2,left_3,left_4,left_5,right_1,right_2,right_3,right_4,right_5,FL,LX,LY,FR,RX,RY,Cop_X,Cop_Y
21:12.5,18,91,54,113,36,97,400,568,496,404,390,83,59,-13,532,-72,142,1109,128
21:12.5,18,91,54,113,36,97,428,580,514,413,379,83,59,-13,547,-66,168,1122,154
21:12.6,18.1,95,50,109,27,83,428,580,514,413,379,79,59,-3,547,-66,168,1149,164
21:12.6,18.1,95,50,109,27,83,451,595,521,416,334,79,59,-3,558,-74,224,1118,220
21:12.6,18.1,95,50,109,27,83,468,606,529,403,254,79,59,-3,567,-77,313,1035,310
21:12.6,18.1,86,52,87,17,155,468,606,529,403,254,69,35,-85,567,-77,313,983,228
21:12.7,18.2,86,52,87,17,155,496,617,541,322,104,69,35,-85,579,-76,475,763,389
21:12.7,18.2,71,56,77,18,488,496,617,541,322,104,66,21,-421,579,-76,475,432,53
21:12.7,18.2,126,142,106,87,531,496,617,541,322,104,124,-36,-407,579,-76,475,263,68
21:12.7,18.2,126,142,106,87,531,506,613,535,220,104,124,-36,-407,574,-78,470,156,63
21:12.8,18.3,126,142,106,87,531,509,539,492,102,106,124,-36,-407,515,-47,409,-18,2
21:12.8,18.3,236,209,212,141,542,509,539,492,102,106,210,3,-331,515,-47,409,-170,78
21:12.8,18.3,277,265,274,239,544,509,539,492,102,106,269,9,-274,515,-47,409,-329,135
21:12.8,18.3,277,265,274,239,544,507,430,383,70,111,269,9,-274,406,-47,295,-465,21
21:12.9,18.4,277,265,274,239,544,436,294,226,70,122,269,9,-274,260,-68,138,-600,-136
21:12.9,18.4,319,313,313,325,523,436,294,226,70,122,313,0,-210,260,-68,138,-709,-72
21:12.9,18.4,355,361,326,375,514,436,294,226,70,122,343,-35,-170,260,-68,138,-780,-32
21:12.9,18.4,355,361,326,375,514,252,182,177,61,125,343,-35,-170,179,-5,54,-867,-116
21:13.0,18.5,355,361,326,375,514,155,106,163,53,122,343,-35,-170,134,57,12,-923,-158
21:13.0,18.5,385,410,352,417,507,155,106,163,53,122,381,-58,-126,134,57,12,-995,-113
21:13.0,18.5,385,410,352,417,507,118,123,128,43,140,381,-58,-126,125,5,-14,-996,-140
21:13.0,18.5,401,439,394,456,496,118,123,128,43,140,416,-45,-79,125,5,-14,-1060,-94
21:13.0,18.5,410,455,412,480,470,118,123,128,43,140,433,-43,-36,125,5,-14,-1075,-51
21:13.1,18.6,410,455,412,480,470,102,148,114,28,144,433,-43,-36,131,-34,-13,-1080,-49
21:13.1,18.6,419,461,426,487,435,102,148,114,28,144,443,-35,8,131,-34,-13,-1062,-4
21:13.1,18.6,419,461,426,487,435,91,155,104,19,144,443,-35,8,129,-51,-14,-1073,-6
21:13.1,18.6,427,465,441,490,397,91,155,104,19,144,453,-24,56,129,-51,-14,-1047,41
21:13.2,18.7,427,465,441,490,397,88,162,87,14,137,453,-24,56,124,-75,-12,-1064,43
21:13.2,18.7,427,465,441,490,397,84,161,68,11,129,453,-24,56,114,-93,-14,-1085,41
21:13.2,18.7,433,468,457,494,375,84,161,68,11,129,462,-11,87,114,-93,-14,-1077,73
21:13.2,18.7,433,468,457,494,375,81,166,62,8,127,462,-11,87,114,-104,-13,-1082,74
21:13.3,18.8,443,476,473,502,349,81,166,62,8,127,474,-3,125,114,-104,-13,-1076,112
21:13.3,18.8,452,484,489,508,326,81,166,62,8,127,486,5,160,114,-104,-13,-1071,147
21:13.3,18.8,452,484,489,508,326,78,167,56,5,122,486,5,160,111,-111,-10,-1082,150
21:13.3,18.8,468,497,503,505,270,78,167,56,5,122,500,6,230,111,-111,-10,-1036,219
21:13.3,18.8,468,497,503,505,270,77,167,43,3,118,500,6,230,105,-124,-13,-1049,217
21:13.4,18.9,468,497,503,505,270,76,163,40,1,112,500,6,230,101,-123,-10,-1060,219
21:13.4,18.9,482,505,521,502,191,76,163,40,1,112,513,16,322,101,-123,-10,-991,311
21:13.4,18.9,482,505,521,502,191,74,137,42,0,125,513,16,322,89,-95,-35,-991,286
21:13.4,18.9,497,514,545,489,127,74,137,42,0,125,529,31,402,89,-95,-35,-931,367
21:13.5,19,497,514,545,489,127,71,125,69,0,510,529,31,402,97,-56,-413,-538,-10
21:13.5,19,504,515,564,435,64,71,125,69,0,510,539,49,475,97,-56,-413,-431,62
